age,balance,day,duration,campaign,job,marital,subscribe
33,1195.776118828186,22,253.40912907046663,5,blue-collar,married,0
62,2698.641371991051,15,16.519559600910544,4,technician,divorced,0
35,-437.3623164764597,16,45.420990626858135,1,technician,married,0
64,246.65180687811403,15,292.2946709251346,1,technician,married,1
41,1848.6443443342207,25,69.89144684983387,3,blue-collar,single,0
43,89.17550191212467,2,210.39619561647822,3,technician,divorced,1
42,325.52947323328317,11,236.1593589386043,2,technician,married,1
62,972.2231357540608,1,100.01612011027272,7,admin,single,0
58,2271.438991915824,15,889.4163707581633,1,technician,married,1
46,-395.96484130728913,26,554.4305860718039,4,admin,single,0
32,1670.2983621623941,19,384.4435863910665,2,blue-collar,married,0
62,2532.9639471528058,4,24.361020888989692,3,technician,single,0
18,1305.0547915710415,11,33.65848495622641,1,admin,single,1
42,1131.1697704074597,5,203.64392936340522,6,admin,divorced,1
24,1901.7712825585736,3,52.560891950449275,5,admin,single,0
26,1307.88894727856,13,1148.6558223529853,2,blue-collar,married,1
41,2890.4997812407464,10,51.77799324911869,4,technician,single,0
18,388.5869878655651,11,200.51754296058297,1,blue-collar,single,1
61,1448.355844834915,18,135.8241224114745,3,admin,married,0
25,1705.6863749606841,2,305.984494049354,2,blue-collar,married,0
41,1121.5459481535404,7,41.44653127623173,4,blue-collar,single,0
28,-1371.282662957461,9,168.80226276466954,2,admin,married,0
68,1339.095091950807,10,96.35305667055586,3,technician,single,0
34,2400.1769869124664,18,656.1121005819884,6,technician,single,1
25,2278.1091861260174,23,12.429689257268015,2,blue-collar,single,0
52,1854.7784821701996,7,735.0732954161391,3,technician,married,1
52,402.13764165077646,27,536.9179106088876,2,admin,divorced,0
50,1895.3094624584837,7,105.9631640441655,5,technician,divorced,0
22,926.562178457762,3,467.1826816390898,3,blue-collar,single,0
59,1853.4829059486667,12,9.513325166344696,3,admin,single,0
56,1621.5050114017156,7,1022.1545283590955,4,admin,married,1
58,523.6247287166284,17,224.34116963835902,3,admin,divorced,0
45,607.5441606430965,26,108.41194299216222,8,blue-collar,divorced,1
24,1855.0224544215164,1,135.09946200886742,4,blue-collar,divorced,0
26,1278.8869047114983,5,20.613879671525407,1,technician,married,0
25,659.718569342871,16,1362.6449274036713,3,blue-collar,married,1
29,577.169810273167,15,12.025412774146744,1,admin,married,0
51,1196.169152013784,2,319.18250697412367,2,blue-collar,single,0
50,3068.1047947182096,9,175.41481617858378,2,blue-collar,married,0
65,973.9219677880412,31,892.2864640597396,1,technician,single,1
40,1485.9804617424113,7,84.70876996606327,3,admin,single,0
41,1601.64428768951,4,227.8417564532251,3,technician,single,1
54,368.97360850805694,20,197.54038038805197,3,technician,single,0
52,-262.8324838426952,18,364.0720673771084,1,technician,married,1
61,473.35926526426897,21,21.13003285395945,3,admin,married,0
57,1747.077377806303,4,64.62298362367113,5,technician,divorced,0
39,1587.3310579154092,28,72.45520364914655,2,admin,divorced,0
44,2202.406569151065,13,401.9959022959087,1,technician,single,0
52,1596.7498949591163,1,62.89747751720797,2,technician,divorced,0
18,1390.4507085307964,28,255.6370803939011,3,admin,divorced,0
52,895.9877250748729,24,72.71466264299212,5,blue-collar,divorced,0
54,2384.606789862693,3,593.3362581670034,1,technician,single,0
64,580.8198612792833,16,855.1544647603702,1,blue-collar,divorced,1
31,389.6004827039792,30,219.25033737208892,2,technician,married,1
20,2067.055517388103,22,130.30241083108263,4,blue-collar,single,1
18,166.84268934634497,4,79.99456091727924,1,blue-collar,married,1
22,3914.7909986586315,25,15.318838872511138,5,blue-collar,single,0
43,1579.9933805591434,23,93.79744880641627,2,blue-collar,married,1
31,1847.9061163248855,25,318.59945434266206,1,blue-collar,divorced,0
56,691.580175476613,16,228.82438401772256,2,admin,single,0
44,1184.7351557584539,26,864.9422916621442,5,blue-collar,married,1
26,1073.242883117646,19,151.3920690901923,1,admin,single,0
32,958.1650123313583,1,355.1171049074953,4,technician,married,0
32,2132.9617515098266,5,201.60524642316082,3,admin,divorced,1
43,1050.423961774719,19,215.58640233720598,1,blue-collar,single,1
59,2517.5012290841814,22,93.49994974718291,2,admin,single,0
30,4163.182350119823,24,182.06375120285742,4,blue-collar,married,0
68,1204.4587598534508,11,190.90814904812257,4,admin,married,0
49,1652.3155135766242,13,367.9090054037748,1,technician,divorced,0
56,1879.4820571655073,20,847.2403999235977,3,blue-collar,married,1
66,3311.5048125935164,5,119.83951820143878,5,blue-collar,married,0
69,1417.3522149618111,21,12.935034090123414,1,admin,married,0
49,670.9830803416373,4,205.72942466738823,3,admin,divorced,0
21,233.65949437429572,4,235.88240246533007,2,admin,divorced,1
47,1442.0160525677659,4,55.33574609163399,2,admin,single,0
54,1051.6197809461178,4,428.7162273964465,1,admin,divorced,1
40,3510.0092893000015,20,1258.4970320835457,2,blue-collar,married,1
56,3269.8624206769664,21,874.3824010331767,3,technician,single,1
62,465.6271720764021,18,65.85978812542899,5,admin,divorced,0
32,789.2398964508214,18,624.7055073799664,5,blue-collar,divorced,1
60,1573.770107886886,16,365.719472214606,2,technician,married,1
46,2897.226422558763,9,181.4565972140766,3,technician,married,0
53,1557.0131363710511,18,233.35737628049839,1,admin,divorced,1
30,852.7593620119535,22,568.3374092742807,4,blue-collar,single,1
49,1441.1181900972754,2,196.25580011609952,2,blue-collar,married,1
24,871.5151361039533,21,140.141857583479,6,blue-collar,divorced,0
68,2102.477209439482,4,203.9197639502744,2,blue-collar,divorced,1
39,790.966288335295,12,259.6292447894203,4,blue-collar,married,1
45,989.563947573033,7,62.87489403077659,4,technician,single,0
19,2661.9338134560962,15,693.5111536203115,2,technician,single,0
59,731.6350526859279,7,336.4294574326686,4,technician,single,0
62,53.87196743983782,29,300.9379332915121,1,blue-collar,married,0
23,1594.9937513563045,22,31.440277071152416,1,technician,married,0
45,1139.526595795404,26,278.03412060912456,3,technician,married,0
45,2011.4155009299536,21,38.67768883233193,4,admin,single,0
61,1817.4719347310902,17,24.59011184237392,2,technician,single,0
61,1468.081505356638,16,224.79521737580615,2,admin,married,1
37,1438.9565745300042,28,154.64369719424118,4,blue-collar,married,0
47,764.141550677165,31,266.6101623641828,2,blue-collar,married,1
28,1583.3470709932428,19,28.036885258259264,1,blue-collar,single,0
45,2381.284781432769,9,169.15352363213736,3,blue-collar,divorced,0
42,526.5532586005238,31,57.63401965256052,1,technician,divorced,1
56,1494.6026236384655,14,1305.1603885262775,1,admin,single,1
50,2538.3887557346115,17,247.0794282049594,3,blue-collar,married,0
18,2005.4240932166992,5,348.88463556743886,3,blue-collar,married,0
44,2809.472896350713,2,118.09873658187377,2,admin,married,0
69,931.8576701656655,20,29.859565479446356,1,admin,married,1
30,-330.768448394866,16,1117.3005466866302,4,admin,single,1
58,1700.651803955687,14,101.17055313683184,1,admin,divorced,0
20,1862.5708150264852,14,165.39439856128553,3,admin,divorced,0
56,2868.421954472675,27,314.83002147732657,1,technician,single,0
23,2688.1457347069836,1,7.502217676967013,3,admin,married,0
25,2036.7436230124615,3,498.62879475969504,4,technician,divorced,1
44,2265.390214170434,26,230.73528089480135,2,admin,single,1
26,1308.1785417933609,7,97.809299537209,2,admin,married,0
54,280.8853886807833,26,19.076247346584157,1,blue-collar,divorced,0
50,1617.72121738091,15,53.199636994166745,3,blue-collar,single,0
68,2482.573463627777,19,676.235233829564,2,blue-collar,divorced,1
59,2156.3608698285484,20,347.5318327027375,3,blue-collar,divorced,0
61,2333.807339159365,2,86.26531296570168,2,blue-collar,single,1
41,1072.244312953248,19,20.355445667061485,6,blue-collar,single,0
32,1234.4531619815762,9,351.95094979550953,3,admin,divorced,1
49,1983.4254881146035,19,254.87555046216397,1,admin,divorced,1
49,953.4926054912455,27,155.51600321639384,2,blue-collar,single,1
41,984.2829300669978,5,135.58379197100746,3,blue-collar,married,0
58,1797.9822363774515,18,73.31562468746996,5,blue-collar,married,0
69,2260.904743156908,16,332.24559220175087,4,admin,married,1
66,1300.4713266705912,4,1058.723146893725,1,blue-collar,married,1
66,336.81053894636125,12,57.97176999880792,1,blue-collar,single,0
69,764.1960849571701,29,272.7324415814735,7,admin,married,1
29,1703.6720848930981,7,165.59068417308907,4,admin,divorced,0
56,1691.5209638659649,14,177.55036370061825,1,technician,married,1
19,1741.238137655348,23,87.96813741430007,1,blue-collar,single,1
20,2021.2952905957563,12,523.1220960839205,5,admin,married,1
66,1505.81055854245,3,199.2254460773455,7,technician,married,1
54,1765.0560448403119,5,235.1881085617065,2,admin,single,0
66,1454.9731771711333,17,109.04984466353493,4,technician,married,1
34,2648.7334829294387,26,60.19764607101348,2,technician,single,0
66,2932.3420312175017,10,26.94800063765072,1,blue-collar,married,0
19,310.9887176199654,10,375.65403948449733,5,blue-collar,single,0
19,1244.7480578977465,11,65.53423422033927,6,technician,married,1
45,1532.7244915407075,17,351.4278267238732,1,blue-collar,divorced,0
40,1233.085287985679,5,148.47409109451715,2,admin,divorced,1
54,3292.922591330873,13,161.24062672212597,1,admin,single,0
49,1723.9552780897347,10,189.99827436442115,2,technician,single,0
50,694.6281729496561,9,137.5214309543879,4,technician,single,0
18,2096.442339560671,17,31.814884984205246,2,admin,divorced,0
36,1770.9745388461927,1,111.15906450533879,2,admin,single,0
19,1804.1929195534217,4,326.95615146008817,1,technician,married,1
61,3307.8761587991903,4,328.790696900907,3,admin,single,0
43,1850.7851757548092,18,101.15595653944033,2,admin,single,0
49,1196.338476126004,9,184.9128619999064,2,technician,married,0
23,-455.276426310101,30,64.49578506550317,1,blue-collar,married,0
49,1334.600981856488,25,70.85803012488962,4,admin,divorced,1
21,2805.969917327189,29,6.995047511100766,4,blue-collar,married,0
28,1408.830880443813,29,681.1705898286489,3,blue-collar,married,1
34,-740.0498985195031,18,70.98517397681728,2,admin,single,0
55,1001.6376078075534,14,77.45013744338105,6,blue-collar,divorced,0
41,2492.688538912792,25,98.38519630871895,2,technician,married,0
22,2045.8171745620152,15,40.88618055062178,3,admin,divorced,0
69,660.1191034892645,6,305.88173825409086,2,admin,married,1
51,934.7152236009182,24,23.434829216589556,5,blue-collar,divorced,0
23,1089.2913408975833,10,43.23124391637618,2,admin,married,0
39,837.2862281370699,29,310.4857340972785,2,admin,single,1
28,-529.6738677395822,15,124.50040941938583,5,blue-collar,divorced,1
65,2263.5911006198558,29,369.24684509807827,2,blue-collar,divorced,0
33,2757.0599566890933,4,244.5434281356348,2,admin,married,0
50,-18.448943964740238,18,88.72281089100173,6,admin,divorced,0
26,2743.8529325863146,18,315.6571499139307,1,technician,married,1
23,1396.9767986027841,25,37.08235721094669,4,technician,divorced,0
33,2725.1323481678746,17,230.62666932073338,1,admin,divorced,0
46,1537.950436290446,12,172.4216248419025,3,admin,single,1
20,1635.54459215863,7,93.54062365886053,2,technician,single,0
37,1872.4346469822128,16,277.90610650847685,3,blue-collar,divorced,0
53,709.9336748647218,11,615.1596633584456,4,admin,single,1
36,2694.6741443280216,14,2000.0,2,technician,divorced,1
43,378.6193619252151,3,280.7665321390019,8,technician,married,1
20,1097.9332554833295,19,155.60990001546898,1,admin,divorced,0
36,2024.2646776431689,18,76.5478534276392,6,admin,divorced,0
37,990.8047595145362,30,89.15657065983322,3,technician,single,0
49,2277.531240814944,10,195.86366920711842,1,admin,single,0
24,2875.8661731839566,6,137.31709791073607,1,blue-collar,married,0
69,2512.546001053837,13,735.376077430074,2,admin,married,1
58,-436.11531367862153,10,137.80005187998154,3,technician,married,0
50,1625.8469696193572,18,140.25541999501255,5,technician,divorced,1
57,2528.6826106963917,26,145.12588175518877,1,admin,married,0
56,183.25115317794302,31,543.5033371999834,1,technician,married,1
35,2223.610587228875,20,315.62310303611076,2,blue-collar,single,0
57,2167.4607816393122,26,285.70663238390307,3,admin,single,0
18,287.9101080617347,16,122.00411394827651,2,admin,married,0
28,2334.232665740161,25,510.96666886129765,4,technician,married,0
45,1772.6977935299349,25,11.735740236760474,3,blue-collar,divorced,0
42,2150.3817887212685,6,613.9115405835637,2,admin,divorced,0
67,533.6876142348674,13,215.69332048143286,2,technician,single,0
40,1650.1361163713846,4,152.37407778590293,3,admin,married,0
48,-204.87855413232364,23,206.24931907016497,2,blue-collar,married,1
47,-776.9912075330508,14,330.2584222927623,1,technician,married,0
59,1640.8284265277498,1,3.8542814050867227,3,admin,married,0
52,2600.59760676131,28,615.6690024900688,7,technician,married,1
24,1752.93681426508,20,177.57791016561438,3,technician,divorced,0
33,1436.5539360558541,5,126.00609073058973,2,blue-collar,divorced,0
43,1312.4658799451267,8,44.63547834899209,5,blue-collar,married,0
65,557.4346085569343,12,173.65927860980148,1,admin,divorced,1
69,1278.1390962046937,2,205.74589058453597,1,technician,divorced,1
66,1921.6844682644446,12,155.0765979227984,1,technician,married,1
19,1064.7777671993715,5,340.57674550600535,4,technician,divorced,1
18,2250.5868538357763,22,163.88223317073846,2,admin,married,0
65,1695.9750338646027,5,976.4875472570018,3,blue-collar,divorced,1
29,1816.9794177734066,31,274.34584669819924,3,blue-collar,married,0
22,2388.66275355096,13,494.2633535497752,2,technician,married,1
54,973.2445673450095,9,34.74311208969309,1,admin,divorced,0
49,2159.3805861869514,10,151.89638155530815,1,technician,divorced,0
26,1113.5232827480258,1,123.22518118042949,2,blue-collar,single,0
58,1839.5144838188398,30,252.83011370980014,2,technician,married,1
52,854.2286493634316,3,592.2295111844072,1,technician,married,0
36,589.2961769352678,30,24.473085980640555,1,technician,married,0
65,1591.8647456484937,18,22.602939763396183,3,blue-collar,married,0
33,-385.20005202111724,12,569.772085655822,1,admin,divorced,1
20,1203.7325564911182,29,71.80096824754244,6,technician,divorced,0
37,-106.37700560918029,3,331.46751794523686,3,blue-collar,single,1
41,2279.234034313608,26,234.84157645289955,1,technician,married,0
50,2550.1105961089143,25,536.7373539298266,3,admin,single,0
41,636.048778579194,29,40.089902708669584,1,technician,single,0
69,1928.3129624734963,30,41.70379012739848,3,admin,single,0
28,2399.135713687492,9,244.13267130836977,2,blue-collar,single,1
66,2402.4692225017834,26,877.7424095849384,2,admin,single,1
25,1714.450833971641,2,160.84187997382725,1,admin,divorced,0
53,2234.304675561497,30,118.77717621809197,5,blue-collar,divorced,0
55,850.6686880796058,3,279.9466359600345,2,admin,single,0
57,1583.12246565668,14,799.7067717745051,1,admin,divorced,1
37,1032.896593209224,4,544.0687298618238,3,blue-collar,divorced,1
52,766.2120262146361,25,1620.0127317479064,2,admin,single,1
65,1536.0633914696275,19,6.848145428381264,4,admin,divorced,0
42,1847.5303761580744,13,35.92511472492442,2,technician,divorced,0
52,2663.508767954987,7,282.0734282734472,4,admin,married,1
42,1765.1555272988874,12,515.4018022868806,5,admin,single,1
46,2141.930534961551,3,100.74435965570217,1,admin,married,0
35,2153.283173249538,23,82.01980261038909,4,blue-collar,married,0
63,4187.53436569696,23,463.90485053943166,1,admin,single,0
35,-310.03240327257913,9,17.410110261538748,3,blue-collar,married,1
19,812.0661331628222,2,138.31680448110876,2,blue-collar,married,0
52,2974.0560524880802,29,211.45009417850181,4,admin,divorced,0
33,1147.9869251465261,22,246.53199237690373,1,admin,married,1
58,2385.8031376017193,9,391.2652139504838,5,admin,single,0
53,1730.0095237628366,12,131.4797406923306,3,admin,divorced,1
50,3605.2024012080105,31,284.5545814727484,1,admin,divorced,0
21,386.94557293628804,12,264.114540423072,1,admin,divorced,0
50,2721.800552518813,15,237.96723743813928,3,admin,single,1
31,3249.581305272499,2,306.8983891252298,4,blue-collar,single,1
38,485.58112283200035,18,90.10830187903598,2,technician,single,0
65,2282.8702435813466,13,26.534223451293308,1,blue-collar,married,0
37,534.5020141709443,14,38.101820523030995,2,admin,married,0
25,1530.1615725351248,5,76.30606010116563,6,technician,divorced,0
24,1243.4120698178263,26,208.06293899494315,3,technician,divorced,1
20,-902.753934899687,10,550.605747123454,4,admin,single,1
34,1924.2342597118986,12,362.4879793144138,1,admin,single,1
50,1643.3391676062308,10,466.8268803002904,3,blue-collar,married,0
65,2979.0789734057603,24,129.6855010642411,2,technician,married,0
29,2111.1436546495424,11,155.58362876781794,4,technician,single,0
68,3790.8839240787624,31,150.10514701091867,1,admin,single,0
39,1607.042382078714,25,63.910884834592395,3,admin,married,0
39,1394.4699479976925,2,18.95116777321421,2,technician,divorced,0
63,1315.6433492829042,5,268.15049759053835,1,technician,divorced,1
47,1060.4112889682262,30,1358.9265301173136,3,admin,married,1
55,-707.7509163825689,7,54.755166562630095,2,admin,married,0
55,1279.8053729920425,31,14.34291176100957,3,admin,divorced,0
62,-567.8547264359922,6,453.60038284789175,2,blue-collar,married,0
68,1952.0333445857689,22,87.34081183413049,2,blue-collar,divorced,0
25,259.9397075294157,23,530.9591313910323,4,admin,divorced,0
44,605.6673769115803,3,365.154565447081,3,blue-collar,married,0
44,830.5898051674483,13,873.8231470879863,3,technician,single,0
51,1295.0649621867547,3,157.7448445822995,6,technician,single,0
38,1506.868254939037,26,325.38604652565544,2,admin,single,0
47,2584.479583073071,25,187.56513935594472,5,technician,single,0
50,922.4699064924462,30,298.7533842758653,3,technician,single,1
45,1980.1461362223697,24,179.1324014201062,1,technician,single,0
64,4230.867233223567,21,62.71016121306862,1,technician,single,1
50,1877.3507027632297,6,212.72042404968306,2,technician,married,0
22,1319.5102110683663,11,225.60443247244132,4,blue-collar,married,1
65,720.8483480717027,28,499.1743249800135,2,blue-collar,single,1
36,1305.6684545796716,26,398.99769405645094,6,admin,married,0
21,613.7796563905941,17,327.00724332059343,3,technician,divorced,1
52,1768.6614266837726,10,36.104040538401286,4,blue-collar,single,0
66,1603.544138639393,12,382.5507419226441,7,blue-collar,divorced,1
34,-662.2192209177933,17,208.12730387567632,3,blue-collar,married,1
61,1481.4419942339325,4,673.5766937684535,3,technician,single,1
45,2576.146312640013,2,757.2349862844453,1,blue-collar,divorced,1
47,1100.88814779725,11,17.02082086781672,3,admin,married,0
46,847.1032275884379,7,515.5107057791755,2,admin,single,0
63,122.29922688314764,2,11.527894443237582,4,technician,single,0
23,-357.99204162440446,26,137.2658591492433,4,admin,divorced,1
52,2331.349267063254,18,234.46238341757044,1,blue-collar,divorced,1
58,1318.521670420804,21,48.08612021987887,4,technician,divorced,0
54,2272.021562003423,4,411.4971775070391,4,admin,married,0
41,3031.3237445794693,8,2.516940098524897,2,technician,divorced,0
46,2421.247684910345,20,55.39293228893375,5,blue-collar,divorced,0
66,957.6276785612042,14,260.81987508943956,1,admin,divorced,0
63,1644.8676646575552,12,375.93584975262047,3,blue-collar,single,0
48,885.2271348430817,22,745.3871766258712,1,admin,divorced,1
52,791.7115373983369,21,366.7394721936226,2,technician,divorced,1
50,1842.8151624026236,27,334.2206821175,2,admin,married,0
69,667.7061168818275,30,150.43151976023609,1,admin,married,0
38,-709.151619088701,18,0.3855753324828087,1,admin,divorced,0
49,611.8521042726234,11,38.404309117176474,1,technician,married,0
40,1193.1188513126272,31,229.4281091060895,3,admin,married,0
50,3021.398497831922,29,337.29894758559186,5,blue-collar,married,1
20,1009.0625501286347,28,162.10119434186845,3,technician,single,0
35,2011.924091029275,30,393.5554035186716,4,technician,divorced,0
42,1331.6917660379306,8,221.3569508700287,1,blue-collar,divorced,0
59,2726.405143870384,2,23.12140153815353,1,technician,divorced,0
48,2657.0963854639585,25,63.96399997421925,3,admin,married,0
20,2676.1751052399195,15,549.7711077253831,5,technician,married,1
57,-233.98352941735266,9,387.2000839913308,6,blue-collar,married,1
63,1706.7240472449944,19,675.4592111282284,3,technician,single,1
41,2258.9386001219477,20,37.518409141222264,1,blue-collar,married,0
67,1881.538562589331,8,1388.3024974858388,2,technician,single,1
49,2136.5963258218294,25,70.49148611298749,1,blue-collar,divorced,0
64,1558.3510042854775,19,3.5549426307512526,2,technician,married,0
39,755.215793273473,5,1788.3317092313905,1,admin,single,1
40,-197.09738498625188,11,98.99900638180098,3,blue-collar,single,0
19,854.4305713515246,15,330.8036711062567,1,blue-collar,married,0
44,4178.109873638392,8,58.3239429843774,3,technician,single,0
59,1014.3488239093278,19,260.4134520233201,4,technician,married,0
19,-459.3902260907439,23,703.1314788523512,3,technician,single,1
43,2232.6493607290827,27,115.77868169930835,1,admin,divorced,0
34,2355.460008682645,8,332.8297635634022,1,technician,divorced,1
57,2787.32439015214,26,62.44086385853653,4,blue-collar,divorced,0
50,1970.9785037067804,27,294.0851395147263,2,technician,married,0
26,2345.6015144669514,30,123.04548009119785,2,admin,divorced,0
60,3340.2171348419906,19,71.17588366824967,1,technician,divorced,1
65,754.5265079378846,18,112.70580468690848,2,technician,divorced,0
56,556.1492945762825,10,59.11158163443663,2,blue-collar,married,0
46,405.4134604470712,29,696.5796372109098,3,technician,single,1
59,1234.230413506017,7,151.84441735495508,2,admin,married,1
43,2933.422419825168,28,84.42226156239896,2,technician,married,0
52,2028.0683677462348,9,178.48390446113618,4,technician,divorced,1
67,1988.6919527092182,1,115.93538172722862,2,blue-collar,single,0
42,-319.3079286647235,19,409.2650661672623,4,technician,divorced,0
41,806.8131727635807,5,1064.421454761002,1,blue-collar,divorced,1
30,-335.65763286203696,19,172.89399547323796,1,blue-collar,married,0
24,2671.2457893215433,1,592.0564986885611,1,technician,married,1
53,3085.646492885733,15,250.31858877912916,3,blue-collar,married,1
62,2279.5667272403816,16,51.320374600519955,5,blue-collar,divorced,0
37,513.213954260455,23,351.95815420886356,1,technician,single,0
18,2982.0224936157906,7,216.1151236087425,2,technician,single,0
25,1246.7450899747898,26,315.4669653975321,2,admin,divorced,0
63,285.54071924733853,12,661.3311717910067,1,admin,single,1
33,535.5957453883077,8,174.1784446620682,1,blue-collar,divorced,0
31,1069.843364408163,5,694.329364265407,1,blue-collar,single,1
29,1549.5785204847066,10,416.69220158646925,1,technician,divorced,1
68,1338.6557883482062,28,201.18385449436408,2,admin,single,1
40,87.33158182897273,21,277.313607166746,1,admin,married,0
32,2713.316409185642,5,118.17116879819233,4,technician,married,1
45,1349.3940805631566,17,1233.0927922891726,6,technician,married,1
51,786.2461437293491,26,330.20036673569814,1,technician,married,0
19,2610.302361982764,5,13.451154788260137,3,technician,divorced,0
49,316.5938117334688,22,118.63449085578006,2,admin,single,0
40,-128.8901835745146,15,292.9033444025153,1,technician,divorced,0
39,2772.487446598739,13,17.394667106723958,4,technician,married,0
68,3391.3878495503386,28,7.252212951857408,1,admin,single,0
